Date : 2026-05-02 17:54:01
Directory : d:\Projects\C\cleonos
Total : 1573 files,  448049 codes, 96912 comments, 83913 blanks, all 628874 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\flex_line.cpp                                                                            | C++              |        418 |         68 |         69 |        555 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\formatting_context.cpp                                                                   | C++              |        412 |          0 |         30 |        442 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gradient.cpp                                                                             | C++              |        422 |         61 |         83 |        566 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\CMakeLists.txt                                                                     | CMake            |         68 |          0 |         12 |         80 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\attribute.c                                                                        | C                |         23 |         15 |          7 |         45 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\char_ref.c                                                                         | C                |     22,978 |         36 |         56 |     23,070 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\error.c                                                                            | C                |        227 |         40 |         20 |        287 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo.h                                                                    | C++              |        154 |        432 |         89 |        675 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\attribute.h                                                          | C++              |         13 |         17 |          8 |         38 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\char_ref.h                                                           | C++              |         20 |         31 |         10 |         61 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\error.h                                                              | C++              |        116 |         77 |         33 |        226 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\insertion_mode.h                                                     | C++              |         34 |         18 |          6 |         58 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\parser.h                                                             | C++              |         19 |         29 |         10 |         58 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\string_buffer.h                                                      | C++              |         32 |         36 |         17 |         85 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\string_piece.h                                                       | C++              |         13 |         18 |          8 |         39 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\tag_enum.h                                                           | C++              |        153 |          3 |          1 |        157 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\tag_gperf.h                                                          | C++              |        328 |          1 |          3 |        332 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\tag_sizes.h                                                          | C++              |          1 |          3 |          0 |          4 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\tag_strings.h                                                        | C++              |        153 |          3 |          1 |        157 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\token_type.h                                                         | C++              |         20 |         16 |          6 |         42 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\tokenizer.h                                                          | C++              |         49 |         58 |         17 |        124 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\tokenizer_states.h                                                   | C++              |         73 |         27 |          4 |        104 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\utf8.h                                                               | C++              |         40 |         66 |         27 |        133 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\util.h                                                               | C++              |         20 |         31 |         10 |         61 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\include\gumbo\vector.h                                                             | C++              |         24 |         30 |         14 |         68 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\parser.c                                                                           | C                |      3,421 |        446 |        247 |      4,114 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\string_buffer.c                                                                    | C                |         77 |         20 |         14 |        111 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\string_piece.c                                                                     | C                |         25 |         15 |          9 |         49 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\tag.c                                                                              | C                |         65 |         19 |         11 |         95 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\tokenizer.c                                                                        | C                |      2,365 |        369 |        165 |      2,899 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\utf8.c                                                                             | C                |        162 |         76 |         33 |        271 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\util.c                                                                             | C                |         30 |         20 |          9 |         59 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\vector.c                                                                           | C                |         93 |         16 |         15 |        124 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\gumbo\visualc\include\strings.h                                                          | C++              |          3 |          1 |          1 |          5 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\html.cpp                                                                                 | C++              |        274 |          0 |         36 |        310 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\html_microsyntaxes.cpp                                                                   | C++              |         75 |         22 |          7 |        104 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\html_tag.cpp                                                                             | C++              |      1,408 |         33 |        168 |      1,609 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\internal.h                                                                               | C++              |         12 |          9 |          5 |         26 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\iterators.cpp                                                                            | C++              |         82 |          6 |         11 |         99 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\line_box.cpp                                                                             | C++              |        737 |         51 |        105 |        893 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\media_query.cpp                                                                          | C++              |        515 |         85 |         83 |        683 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\num_cvt.cpp                                                                              | C++              |         94 |          0 |         15 |        109 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\render_block.cpp                                                                         | C++              |        297 |         17 |         32 |        346 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\render_block_context.cpp                                                                 | C++              |        172 |          7 |         15 |        194 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\render_flex.cpp                                                                          | C++              |        371 |         36 |         34 |        441 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\render_image.cpp                                                                         | C++              |        123 |          6 |         20 |        149 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\render_inline_context.cpp                                                                | C++              |        361 |          5 |         44 |        410 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\render_item.cpp                                                                          | C++              |      1,282 |         57 |        112 |      1,451 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\render_table.cpp                                                                         | C++              |        395 |         38 |         63 |        496 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\string_id.cpp                                                                            | C++              |         45 |          1 |          8 |         54 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\strtod.cpp                                                                               | C++              |        184 |         74 |         18 |        276 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\style.cpp                                                                                | C++              |      1,289 |        139 |        245 |      1,673 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\stylesheet.cpp                                                                           | C++              |        112 |         15 |         17 |        144 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\table.cpp                                                                                | C++              |        545 |         14 |         52 |        611 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\tstring_view.cpp                                                                         | C++              |         12 |         28 |          6 |         46 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\url.cpp                                                                                  | C++              |        138 |         50 |         27 |        215 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\url_path.cpp                                                                             | C++              |         41 |         32 |         14 |         87 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\utf8_strings.cpp                                                                         | C++              |         81 |         12 |         11 |        104 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\src\web_color.cpp                                                                            | C++              |        380 |         28 |         39 |        447 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\README.md                                                                            | Markdown         |        240 |          0 |         70 |        310 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\draw_buffer\draw_buffer.cpp                                                          | C++              |         98 |         23 |         21 |        142 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\draw_buffer\draw_buffer.h                                                            | C++              |        119 |         42 |         26 |        187 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\gtkmm4\html_widget.cpp                                                               | C++              |        666 |          1 |         80 |        747 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\gtkmm4\html_widget.h                                                                 | C++              |        275 |          4 |         42 |        321 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\html_host.h                                                                  | C++              |         33 |          0 |          8 |         41 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\http_request.cpp                                                             | C++              |        106 |          0 |         24 |        130 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\http_request.h                                                               | C++              |         70 |          0 |          6 |         76 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\http_requests_pool.cpp                                                       | C++              |         98 |          0 |          7 |        105 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\http_requests_pool.h                                                         | C++              |         56 |          0 |          7 |         63 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\web_history.cpp                                                              | C++              |         56 |          0 |          7 |         63 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\web_history.h                                                                | C++              |         24 |          0 |          4 |         28 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\web_page.cpp                                                                 | C++              |        296 |          1 |         36 |        333 |
| d:\Projects\C\cleonos\cleonos\third-party\litehtml\support\webpage\web_page.h                                                                   | C++              |        173 |          0 |         31 |        204 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.github\ISSUE_TEMPLATE\bug_report.md                                                          | Markdown         |         18 |          0 |         18 |         36 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.github\ISSUE_TEMPLATE\config.yml                                                             | YAML             |          8 |          0 |          1 |          9 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.github\ISSUE_TEMPLATE\feature_request.md                                                     | Markdown         |         10 |          0 |          8 |         18 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.github\pull_request_template.md                                                              | Markdown         |         17 |          0 |         12 |         29 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.mypy.ini                                                                                     | Ini              |          4 |          0 |          1 |          5 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.pylintrc                                                                                     | Ini              |         77 |          0 |         15 |         92 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.readthedocs.yaml                                                                             | YAML             |         23 |          9 |          6 |         38 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.travis.yml                                                                                   | YAML             |         22 |          2 |          5 |         29 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\.uncrustify.cfg                                                                               | Properties       |         92 |         81 |         68 |        241 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\CMakeLists.txt                                                                       | CMake            |          2 |          0 |          1 |          3 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\CMakeLists.txt                                                               | CMake            |         35 |          0 |          8 |         43 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\README.md                                                                    | Markdown         |          3 |          0 |          3 |          6 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\Hacl_Curve25519.h                                            | C++              |          6 |          7 |          9 |         22 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\everest.h                                                    | C++              |         40 |        177 |         18 |        235 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlib.h                                                    | C++              |          6 |         20 |          4 |         30 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlib\FStar_UInt128.h                                      | C++              |         68 |          7 |         50 |        125 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlib\FStar_UInt64_FStar_UInt32_FStar_UInt16_FStar_UInt8.h | C++              |        137 |          7 |        137 |        281 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlin\c_endianness.h                                       | C++              |        147 |         19 |         41 |        207 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlin\internal\builtin.h                                   | C++              |          7 |          5 |          5 |         17 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlin\internal\callconv.h                                  | C++              |         28 |         14 |          7 |         49 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlin\internal\compat.h                                    | C++              |         22 |          4 |          9 |         35 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlin\internal\debug.h                                     | C++              |         36 |         12 |         10 |         58 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlin\internal\target.h                                    | C++              |         66 |         15 |         22 |        103 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlin\internal\types.h                                     | C++              |         37 |         10 |         15 |         62 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\kremlin\internal\wasmsupport.h                               | C++              |          1 |          3 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\vs2013\Hacl_Curve25519.h                                     | C++              |          6 |          7 |          9 |         22 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\include\everest\x25519.h                                                     | C++              |         41 |        134 |         16 |        191 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\library\Hacl_Curve25519.c                                                    | C                |        702 |          7 |         52 |        761 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\library\Hacl_Curve25519_joined.c                                             | C                |         20 |         23 |          8 |         51 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\library\everest.c                                                            | C                |         66 |         20 |         17 |        103 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\library\kremlib\FStar_UInt128_extracted.c                                    | C                |        342 |          7 |         65 |        414 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\library\kremlib\FStar_UInt64_FStar_UInt32_FStar_UInt16_FStar_UInt8.c         | C                |         81 |          7 |         13 |        101 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\library\legacy\Hacl_Curve25519.c                                             | C                |        747 |          7 |         52 |        806 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\everest\library\x25519.c                                                             | C                |        117 |         29 |         41 |        187 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\p256-m\CMakeLists.txt                                                                | CMake            |         33 |          0 |          8 |         41 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\p256-m\README.md                                                                     | Markdown         |          3 |          0 |          2 |          5 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\p256-m\p256-m\README.md                                                              | Markdown         |        419 |          0 |        126 |        545 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\p256-m\p256-m\p256-m.c                                                               | C                |        701 |        629 |        185 |      1,515 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\p256-m\p256-m\p256-m.h                                                               | C++              |         27 |         95 |         14 |        136 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\p256-m\p256-m_driver_entrypoints.c                                                   | C                |        215 |         61 |         37 |        313 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\3rdparty\p256-m\p256-m_driver_entrypoints.h                                                   | C++              |         56 |        153 |         11 |        220 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\BRANCHES.md                                                                                   | Markdown         |         94 |          0 |         23 |        117 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\BUGS.md                                                                                       | Markdown         |         15 |          0 |          6 |         21 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\CMakeLists.txt                                                                                | CMake            |        463 |          0 |         67 |        530 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\CONTRIBUTING.md                                                                               | Markdown         |         67 |          0 |         31 |         98 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\Makefile                                                                                      | Makefile         |        161 |         33 |         38 |        232 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\README.md                                                                                     | Markdown         |        212 |          0 |        125 |        337 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\SECURITY.md                                                                                   | Markdown         |        123 |          0 |         47 |        170 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\SUPPORT.md                                                                                    | Markdown         |         12 |          0 |          5 |         17 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\config-ccm-psk-dtls1_2.h                                                              | C++              |         29 |         53 |         11 |         93 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\config-ccm-psk-tls1_2.h                                                               | C++              |         21 |         52 |         11 |         84 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\config-no-entropy.h                                                                   | C++              |         43 |         26 |          5 |         74 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\config-suite-b.h                                                                      | C++              |         43 |         50 |         14 |        107 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\config-symmetric-only.h                                                               | C++              |         58 |         14 |          4 |         76 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\config-tfm.h                                                                          | C++              |         19 |         37 |         13 |         69 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\config-thread.h                                                                       | C++              |         36 |         31 |         10 |         77 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\crypto-config-ccm-aes-sha256.h                                                        | C++              |         10 |         10 |          4 |         24 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\ext\README.md                                                                         | Markdown         |         16 |          0 |         10 |         26 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\ext\config_tfm.h                                                                      | C++              |          0 |         12 |          2 |         14 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\ext\crypto_config_profile_medium.h                                                    | C++              |         28 |         97 |          8 |        133 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\ext\mbedtls_entropy_nv_seed_config.h                                                  | C++              |          0 |         12 |          2 |         14 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\configs\ext\tfm_mbedcrypto_config_profile_medium.h                                            | C++              |         44 |        483 |         47 |        574 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\3.0-migration-guide.md                                                                   | Markdown         |        742 |          0 |        298 |      1,040 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\Makefile                                                                                 | Makefile         |         25 |          8 |          8 |         41 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\Makefile                                                                    | Makefile         |         15 |          0 |          7 |         22 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\alternative-implementations.md                                              | Markdown         |         55 |          0 |         37 |         92 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\mbed-crypto-storage-specification.md                                        | Markdown         |        303 |          0 |        165 |        468 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-crypto-implementation-structure.md                                      | Markdown         |        114 |          0 |         62 |        176 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-keystore-design.md                                                      | Markdown         |        120 |          0 |         95 |        215 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-migration\md-cipher-dispatch.md                                         | Markdown         |        416 |          0 |        205 |        621 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-migration\outcome-analysis.sh                                           | Shell Script     |         87 |         28 |         26 |        141 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-migration\psa-legacy-bridges.md                                         | Markdown         |        211 |          0 |        134 |        345 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-migration\psa-limitations.md                                            | Markdown         |        284 |          0 |         54 |        338 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-migration\strategy.md                                                   | Markdown         |        399 |          0 |        100 |        499 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-migration\syms.sh                                                       | Shell Script     |         36 |         26 |         12 |         74 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-migration\testing.md                                                    | Markdown         |         79 |          0 |         21 |        100 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-migration\transition-guards.md                                          | Markdown         |        268 |          0 |         53 |        321 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-shared-memory.md                                                        | Markdown         |        425 |          0 |        261 |        686 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-storage-resilience.md                                                   | Markdown         |        330 |          0 |        207 |        537 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\psa-thread-safety\psa-thread-safety.md                                      | Markdown         |        215 |          0 |        153 |        368 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\testing\driver-interface-test-strategy.md                                   | Markdown         |         80 |          0 |         54 |        134 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\testing\invasive-testing.md                                                 | Markdown         |        232 |          0 |        136 |        368 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\testing\psa-storage-format-testing.md                                       | Markdown         |         70 |          0 |         58 |        128 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\testing\test-framework.md                                                   | Markdown         |         39 |          0 |         26 |         65 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\architecture\tls13-support.md                                                            | Markdown         |        341 |          0 |         95 |        436 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\conf.py                                                                                  | Python           |         15 |         10 |         10 |         35 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\driver-only-builds.md                                                                    | Markdown         |        365 |          0 |        101 |        466 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\index.rst                                                                                | reStructuredText |         13 |          3 |          5 |         21 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\proposed\Makefile                                                                        | Makefile         |         18 |          1 |          7 |         26 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\proposed\psa-conditional-inclusion-c.md                                                  | Markdown         |        132 |          9 |        113 |        254 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\proposed\psa-driver-developer-guide.md                                                   | Markdown         |         28 |          2 |         23 |         53 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\proposed\psa-driver-integration-guide.md                                                 | Markdown         |         22 |          2 |         16 |         40 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\proposed\psa-driver-interface.md                                                         | Markdown         |        999 |          9 |        453 |      1,461 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\proposed\psa-driver-wrappers-codegen-migration-guide.md                                  | Markdown         |         24 |          0 |         17 |         41 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\psa-driver-example-and-guide.md                                                          | Markdown         |        141 |          0 |         40 |        181 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\psa-transition.md                                                                        | Markdown         |        944 |          4 |        401 |      1,349 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\redirects.yaml                                                                           | YAML             |          3 |          7 |          2 |         12 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\requirements.in                                                                          | pip requirements |          3 |          0 |          1 |          4 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\requirements.txt                                                                         | pip requirements |         33 |         50 |          1 |         84 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\tls13-early-data.md                                                                      | Markdown         |        164 |          0 |         29 |        193 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\docs\use-psa-crypto.md                                                                        | Markdown         |        126 |          0 |         44 |        170 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\doxygen\input\doc_encdec.h                                                                    | C++              |          0 |         53 |          2 |         55 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\doxygen\input\doc_hashing.h                                                                   | C++              |          0 |         29 |          2 |         31 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\doxygen\input\doc_mainpage.h                                                                  | C++              |          0 |         18 |          2 |         20 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\doxygen\input\doc_rng.h                                                                       | C++              |          0 |         26 |          2 |         28 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\doxygen\input\doc_ssltls.h                                                                    | C++              |          0 |         36 |          2 |         38 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\doxygen\input\doc_tcpip.h                                                                     | C++              |          0 |         31 |          2 |         33 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\doxygen\input\doc_x509.h                                                                      | C++              |          0 |         30 |          2 |         32 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\CMakeLists.txt                                                                        | CMake            |         16 |          0 |          7 |         23 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\aes.h                                                                         | C++              |        136 |        461 |         35 |        632 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\aria.h                                                                        | C++              |         72 |        248 |         24 |        344 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\asn1.h                                                                        | C++              |        141 |        459 |         43 |        643 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\asn1write.h                                                                   | C++              |         79 |        285 |         27 |        391 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\base64.h                                                                      | C++              |         20 |         52 |         11 |         83 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\bignum.h                                                                      | C++              |        200 |        817 |         72 |      1,089 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\block_cipher.h                                                                | C++              |         52 |         14 |         11 |         77 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\build_info.h                                                                  | C++              |        102 |         63 |         30 |        195 |
| d:\Projects\C\cleonos\cleonos\third-party\mbedtls\include\mbedtls\camellia.h                                                                    | C++              |         70 |        212 |         24 |        306 |
