"filename", "language", "pip requirements", "Python", "Markdown", "YAML", "C", "Makefile", "C++", "JSON", "CMake", "Properties", "Go Assembly", "XML", "Shell Script", "Perl", "Groovy", "Batch", "Ini", "reStructuredText", "PHP", "comment", "blank", "total"
"d:\Projects\C\cleonos\.github\workflows\build-os.yml", "YAML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 9
"d:\Projects\C\cleonos\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -108, -1014
"d:\Projects\C\cleonos\Makefile", "Makefile", 0, 0, 0, 0, 0, -73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -83
"d:\Projects\C\cleonos\README.md", "Markdown", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"d:\Projects\C\cleonos\README.zh-CN.md", "Markdown", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"d:\Projects\C\cleonos\bdt\Makefile", "Makefile", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\C\cleonos\bdt\README.md", "Markdown", 0, 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 404
"d:\Projects\C\cleonos\bdt\README.zh-CN.md", "Markdown", 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 393
"d:\Projects\C\cleonos\bdt\src\appbuilder.c", "C", 0, 0, 0, 0, 618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 662
"d:\Projects\C\cleonos\bdt\src\bdt.h", "C++", 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 233
"d:\Projects\C\cleonos\bdt\src\cache.c", "C", 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 314
"d:\Projects\C\cleonos\bdt\src\config.c", "C", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 58
"d:\Projects\C\cleonos\bdt\src\diagnostics.c", "C", 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 180
"d:\Projects\C\cleonos\bdt\src\executor.c", "C", 0, 0, 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 357
"d:\Projects\C\cleonos\bdt\src\graph.c", "C", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 51
"d:\Projects\C\cleonos\bdt\src\hash.c", "C", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 121
"d:\Projects\C\cleonos\bdt\src\lang.c", "C", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"d:\Projects\C\cleonos\bdt\src\log.c", "C", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 95
"d:\Projects\C\cleonos\bdt\src\main.c", "C", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 104
"d:\Projects\C\cleonos\bdt\src\plugin.c", "C", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 83
"d:\Projects\C\cleonos\bdt\src\project.c", "C", 0, 0, 0, 0, 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 280
"d:\Projects\C\cleonos\bdt\src\scanner.c", "C", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 67
"d:\Projects\C\cleonos\bdt\src\shared_cache.c", "C", 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 106
"d:\Projects\C\cleonos\bdt\src\status.c", "C", 0, 0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 221
"d:\Projects\C\cleonos\bdt\src\toolchain.c", "C", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"d:\Projects\C\cleonos\bdt\src\trace.c", "C", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 60
"d:\Projects\C\cleonos\bdt\src\util.c", "C", 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 204
"d:\Projects\C\cleonos\bdt\src\view.c", "C", 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 305
"d:\Projects\C\cleonos\cleonos\c\apps\append_main.c", "C", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"d:\Projects\C\cleonos\cleonos\c\apps\benchmark_main.c", "C", 0, 0, 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 401
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_cookie.c", "C", 0, 0, 0, 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 354
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_css.c", "C", 0, 0, 0, 0, 892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 1010
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_dns.c", "C", 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 270
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_dom.c", "C", 0, 0, 0, 0, 1309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 1516
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_fetch.c", "C", 0, 0, 0, 0, 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 376
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_fetch_error.c", "C", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 58
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_form.c", "C", 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 222
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_http.c", "C", 0, 0, 0, 0, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 78, 446
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_internal.h", "C++", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 83
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_output.c", "C", 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 45, 249
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_session.c", "C", 0, 0, 0, 0, 445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 519
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_shared.h", "C++", 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 157
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_source.c", "C", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 118
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_state.c", "C", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_text.c", "C", 0, 0, 0, 0, 333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 388
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_url.c", "C", 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 294
"d:\Projects\C\cleonos\cleonos\c\apps\browser\browser_url_parse.c", "C", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 164
"d:\Projects\C\cleonos\cleonos\c\apps\browser_heap.c", "C", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Projects\C\cleonos\cleonos\c\apps\browser_main.c", "C", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 60
"d:\Projects\C\cleonos\cleonos\c\apps\cmd_runtime.c", "C", 0, 0, 0, 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -10
"d:\Projects\C\cleonos\cleonos\c\apps\cmd_runtime.h", "C++", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"d:\Projects\C\cleonos\cleonos\c\apps\cp_main.c", "C", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"d:\Projects\C\cleonos\cleonos\c\apps\devtest_main.c", "C", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 122
"d:\Projects\C\cleonos\cleonos\c\apps\diskdrv_main.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\C\cleonos\cleonos\c\apps\diskinfo_main.c", "C", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 88
"d:\Projects\C\cleonos\cleonos\c\apps\doom\doom_compat.c", "C", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"d:\Projects\C\cleonos\cleonos\c\apps\doom\doom_shim.h", "C++", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 53
"d:\Projects\C\cleonos\cleonos\c\apps\driver_stub.h", "C++", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"d:\Projects\C\cleonos\cleonos\c\apps\drvctl_main.c", "C", 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 200
"d:\Projects\C\cleonos\cleonos\c\apps\fastfetch_main.c", "C", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\Projects\C\cleonos\cleonos\c\apps\fbdrv_main.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\C\cleonos\cleonos\c\apps\fdtest_main.c", "C", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 41
"d:\Projects\C\cleonos\cleonos\c\apps\file_explorer_heap.c", "C", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Projects\C\cleonos\cleonos\c\apps\file_explorer_main.c", "C", 0, 0, 0, 0, 972, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 1086
"d:\Projects\C\cleonos\cleonos\c\apps\help_main.c", "C", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"d:\Projects\C\cleonos\cleonos\c\apps\httpget_heap.c", "C", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Projects\C\cleonos\cleonos\c\apps\httpget_main.c", "C", 0, 0, 0, 0, 556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 675
"d:\Projects\C\cleonos\cleonos\c\apps\ifconfig_main.c", "C", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 102
"d:\Projects\C\cleonos\cleonos\c\apps\kbddrv_main.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\C\cleonos\cleonos\c\apps\mkdir_main.c", "C", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"d:\Projects\C\cleonos\cleonos\c\apps\mkfsfat32_main.c", "C", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 135
"d:\Projects\C\cleonos\cleonos\c\apps\mount_main.c", "C", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 135
"d:\Projects\C\cleonos\cleonos\c\apps\mousedrv_main.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\C\cleonos\cleonos\c\apps\mv_main.c", "C", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"d:\Projects\C\cleonos\cleonos\c\apps\netdrv_main.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\C\cleonos\cleonos\c\apps\nslookup_main.c", "C", 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 354
"d:\Projects\C\cleonos\cleonos\c\apps\partctl_main.c", "C", 0, 0, 0, 0, 378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 470
"d:\Projects\C\cleonos\cleonos\c\apps\pcspeakerdrv_main.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\C\cleonos\cleonos\c\apps\ping_main.c", "C", 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 184
"d:\Projects\C\cleonos\cleonos\c\apps\pkg_main.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\C\cleonos\cleonos\c\apps\qrcode_main.c", "C", 0, 0, 0, 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 416
"d:\Projects\C\cleonos\cleonos\c\apps\rm_main.c", "C", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"d:\Projects\C\cleonos\cleonos\c\apps\serialdrv_main.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_cmd.c", "C", 0, 0, 0, 0, -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, -10, -37
"d:\Projects\C\cleonos\cleonos\c\apps\taskmgr_main.c", "C", 0, 0, 0, 0, 882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 1037
"d:\Projects\C\cleonos\cleonos\c\apps\terminal\terminal.c", "C", 0, 0, 0, 0, 1548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 148, 1697
"d:\Projects\C\cleonos\cleonos\c\apps\terminal\terminal.h", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"d:\Projects\C\cleonos\cleonos\c\apps\terminal\terminal_heap.c", "C", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Projects\C\cleonos\cleonos\c\apps\terminal_main.c", "C", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"d:\Projects\C\cleonos\cleonos\c\apps\tls\cleonos_mbedtls_config.h", "C++", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 76
"d:\Projects\C\cleonos\cleonos\c\apps\tls\cleonos_tls.c", "C", 0, 0, 0, 0, 573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 672
"d:\Projects\C\cleonos\cleonos\c\apps\tls\cleonos_tls.h", "C++", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"d:\Projects\C\cleonos\cleonos\c\apps\tls\cleonos_tls_entropy.c", "C", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 118
"d:\Projects\C\cleonos\cleonos\c\apps\touch_main.c", "C", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"d:\Projects\C\cleonos\cleonos\c\apps\ttydrv_main.c", "C", 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3
"d:\Projects\C\cleonos\cleonos\c\apps\tui_main.c", "C", 0, 0, 0, 0, 351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 423
"d:\Projects\C\cleonos\cleonos\c\apps\tuitest_main.c", "C", 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 163
"d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm.h", "C++", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 146
"d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_app.c", "C", 0, 0, 0, 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 297
"d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_events.c", "C", 0, 0, 0, 0, 595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 719
"d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_heap.c", "C", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_util.c", "C", 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 211
"d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_window.c", "C", 0, 0, 0, 0, 1053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 1226
"d:\Projects\C\cleonos\cleonos\c\apps\uwm_main.c", "C", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 55
"d:\Projects\C\cleonos\cleonos\c\apps\uwm_psf_font.h", "C++", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 211
"d:\Projects\C\cleonos\cleonos\c\apps\uwm_uilib\uwm_uilib.c", "C", 0, 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 330
"d:\Projects\C\cleonos\cleonos\c\apps\uwm_uilib_main.c", "C", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\Projects\C\cleonos\cleonos\c\apps\vim_main.c", "C", 0, 0, 0, 0, 954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 199, 1158
"d:\Projects\C\cleonos\cleonos\c\apps\wget_heap.c", "C", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Projects\C\cleonos\cleonos\c\apps\wget_main.c", "C", 0, 0, 0, 0, 677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 759
"d:\Projects\C\cleonos\cleonos\c\apps\write_main.c", "C", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"d:\Projects\C\cleonos\cleonos\c\include\cleonos_syscall.h", "C++", 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 199
"d:\Projects\C\cleonos\cleonos\c\include\cleonos_tui.h", "C++", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 52
"d:\Projects\C\cleonos\cleonos\c\include\cleonos_version.h", "C++", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\Projects\C\cleonos\cleonos\c\include\stdlib.h", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Projects\C\cleonos\cleonos\c\include\strings.h", "C++", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"d:\Projects\C\cleonos\cleonos\c\include\uwm_uilib.h", "C++", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 47
"d:\Projects\C\cleonos\cleonos\c\pkg\README.md", "Markdown", 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 323
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_check.c", "C", 0, 0, 0, 0, 551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 625
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_client.c", "C", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 77
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_client.h", "C++", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_commands.c", "C", 0, 0, 0, 0, 1191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 1372
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_fs.c", "C", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 125
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_install.c", "C", 0, 0, 0, 0, 637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 748
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_internal.h", "C++", 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 230
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_json.c", "C", 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 180
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_manifest.c", "C", 0, 0, 0, 0, 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 389
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_remote.c", "C", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 110
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_sha256.c", "C", 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 206
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_state.c", "C", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\Projects\C\cleonos\cleonos\c\pkg\pkg_util.c", "C", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 230
"d:\Projects\C\cleonos\cleonos\c\pkg\server\index.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1118, 0, 135, 1253
"d:\Projects\C\cleonos\cleonos\c\pkg\server\sample\apps\hello\main.c", "C", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\Projects\C\cleonos\cleonos\c\pkg\server\scripts\build_sample.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 1, 11, 60
"d:\Projects\C\cleonos\cleonos\c\src\libc_stdlib.c", "C", 0, 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 348
